id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value
5789,40.071,113.313,365,1,13,12,49.5
5790,35.793,139.614,267,0,10,9,6.5
5791,25.22,110.2,221,0,14,8,15.5
5792,38.006,140.65,267,0,10,9,6.5
5793,-22.775,-45.187,95,2,23,4,16.5
5794,16.931,99.104,177,6,3,6,13.5
5795,43.863,87.55,221,0,14,8,17.5
5796,-27.066,29.788,150,1,0,5,37.486
5797,35.596,135.044,267,0,10,9,9.5
5798,31.645,-106.239,151,2,2,5,7.7
5799,35.311,132.95,267,0,10,9,8.5
5800,23.383,103.356,221,0,14,8,25.5
5801,35.086,135.925,267,0,10,9,9.5
5802,37.487,105.239,221,0,14,8,16.5
5803,33.977,-116.487,219,3,22,8,4.5
5804,38.279,116.904,221,0,14,8,27.5
5805,51.571,-0.171,301,6,3,10,18.5
5806,41.719,123.515,221,0,14,8,17.5
5807,43.879,125.29,221,0,14,8,30.5
5808,37.012,140.042,267,0,10,9,7.5
5809,43.398,-8.02,29,0,23,1,5.5
5810,31.084,104.334,221,0,14,8,10.5
5811,26.794,80.921,304,0,5,10,94.39
5812,45.804,131.098,221,0,14,8,11.5
5813,40.871,29.469,151,2,3,5,29.564
5814,40.246,-111.675,7,6,20,1,25.4
5815,36.01,111.485,221,0,14,8,52.5
5816,34.953,137.121,267,0,10,9,11.5
5817,48.752,-116.339,151,2,2,5,12.8
5818,47.757,-120.636,312,3,21,11,8.5
5819,35.081,136.642,267,0,10,9,8.5
5820,32.599,110.859,221,0,14,8,6.5
5821,-27.503,153.029,343,3,3,12,7.7
5822,-27.675,152.748,343,3,3,12,8.9
5823,40.275,116.145,366,3,19,12,14.5
5824,-1.238,36.684,325,2,2,11,8.8
5825,36.656,-87.403,151,2,2,5,13.5
5826,38.334,140.876,267,0,10,9,6.5
5827,-26.251,29.407,150,1,0,5,3.5
5828,47.196,-120.94,238,1,21,8,3.5
5829,33.83,-117.988,151,2,2,5,6.2
5830,38.874,121.496,221,0,14,8,30.5
5831,41.476,31.938,151,2,3,5,21.93
5832,18.827,98.989,188,5,11,7,17.5
5833,31.649,120.759,221,0,14,8,45.5
5834,44.052,-121.356,272,3,21,9,10.2
5835,38.306,16.124,218,0,14,8,65.51041666666666
5836,40.58,31.301,145,3,10,5,9.605
5837,35.409,136.75,267,0,10,9,4.5
5838,18.534,73.97,173,2,11,6,32.519999999999996
5839,38.597,-121.531,151,2,2,5,4.5
5840,28.143,116.968,366,3,19,12,77.5
5841,32.906,117.269,121,3,6,4,57.5
5842,44.628,-123.966,272,3,21,9,6.0
5843,36.272,127.597,193,3,19,7,19.5
5844,35.688,140.471,171,2,7,6,13.5
5845,28.73,77.271,304,0,3,10,313.5
5846,43.125,20.543,214,3,10,8,22.30707
5847,45.642,-122.574,151,2,2,5,9.5
5848,38.313,141.009,267,0,10,9,8.5
5849,35.321,139.539,267,0,10,9,7.5
5850,43.629,-116.494,151,2,2,5,7.5
5851,36.672,-121.642,184,1,17,7,7.5
5852,37.584,-0.919,244,5,0,8,14.43
5853,38.94,-119.938,138,2,18,5,19.5
5854,35.691,139.5,267,0,10,9,6.5
5855,34.169,109.013,221,0,14,8,17.5
5856,50.312,20.46,362,2,10,12,11.7
5857,23.004,113.06,221,0,14,8,15.5
5858,37.391,-118.311,52,1,4,2,6.4
5859,-32.551,151.134,327,2,2,11,4.7
5860,42.465,-87.825,151,2,2,5,13.9
5861,22.495,120.408,137,0,8,5,7.5
5862,12.611,102.129,188,5,11,7,8.0
5863,38.623,-90.324,151,2,2,5,10.1
5864,9.98,76.337,289,6,19,10,46.0
5865,12.869,74.816,304,0,4,10,23.57
5866,34.107,113.786,221,0,14,8,23.5
5867,46.3,-117.977,151,2,2,5,7.5
5868,40.009,116.101,221,0,14,8,19.5
5869,35.7,139.954,267,0,10,9,4.5
5870,34.794,134.902,267,0,10,9,9.5
5871,-26.645,27.866,125,4,15,5,12.332
5872,26.121,119.297,221,0,14,8,21.5
5873,34.846,134.585,267,0,10,9,4.5
5874,38.37,141.042,267,0,10,9,8.5
5875,17.304,-88.768,177,1,10,6,16.5
5876,44.9,82.003,366,3,19,12,23.5
5877,51.666,6.619,6,0,3,1,13.98
5878,34.714,112.483,366,3,19,12,33.5
5879,29.494,106.683,221,0,14,8,23.5
5880,35.733,139.515,267,0,10,9,6.5
5881,34.045,113.803,366,3,19,12,38.5
5882,33.716,135.962,267,0,10,9,9.5
5883,34.733,113.56,221,0,14,8,20.5
5884,13.8,100.493,50,0,0,2,3.6
5885,33.795,134.585,267,0,10,9,11.5
5886,17.937,77.452,200,0,9,7,988.5
5887,34.878,112.585,221,0,14,8,16.5
5888,,,151,2,2,5,10.1
5889,10.508,76.257,289,6,18,10,13.34
5890,44.052,-121.356,151,2,2,5,7.9
5891,51.29,-116.93,161,3,23,6,4.2
5892,47.872,128.816,221,0,14,8,4.5
5893,34.828,134.674,267,0,10,9,5.5
5894,39.424,-76.253,150,1,18,5,11.5
5895,23.064,114.444,221,0,14,8,8.5
5896,36.151,139.388,267,0,10,9,8.5
5897,34.424,135.539,267,0,10,9,7.5
5898,37.262,-120.395,151,2,2,5,10.5
5899,37.381,97.396,221,0,14,8,16.5
5900,33.983,131.904,267,0,10,9,8.5
5901,24.412,54.574,158,2,20,6,93.7
5902,34.538,135.621,267,0,10,9,5.5
5903,33.608,131.212,267,0,10,9,10.5
5904,36.337,139.0,267,0,9,9,8.5
5905,28.622,77.212,214,1,13,8,48.2
5906,47.531,-120.638,313,4,22,11,13.5
5907,30.535,114.362,221,0,14,8,31.5
5908,48.605,13.421,1,2,2,1,25.2
5909,37.801,30.589,151,2,3,5,8.605
5910,45.546,84.936,221,0,14,8,11.5
5911,41.094,-123.752,14,1,19,1,3.5
5912,19.55,-96.931,291,3,19,10,4.4
5913,25.862,114.938,221,0,14,8,15.5
5914,24.766,118.143,221,0,14,8,14.5
5915,33.65,130.479,267,0,10,9,7.5
5916,45.128,-122.833,143,1,2,5,6.1
5917,38.399,112.705,72,2,5,3,39.5
5918,34.389,-119.527,305,4,1,11,10.5
5919,35.761,127.057,104,5,1,4,22.5
5920,42.187,-104.557,271,1,14,9,6.5
5921,48.286,-116.589,151,2,2,5,6.5
5922,25.51,103.752,221,0,14,8,9.5
5923,42.256,123.775,221,0,14,8,16.5
5924,41.3,123.813,221,0,14,8,17.5
5925,35.456,138.774,267,0,10,9,9.5
5926,46.68,-123.744,151,2,2,5,6.1
5927,39.136,-90.353,151,2,2,5,12.9
5928,44.535,-123.262,143,1,2,5,6.4
5929,19.934,79.287,53,3,7,2,94.5
5930,45.547,-122.648,151,2,2,5,5.6
5931,42.058,19.078,80,2,0,3,8.5
5932,30.407,-82.785,150,1,14,5,18.4
5933,37.609,-118.991,150,1,20,5,8.5
5934,34.648,135.227,267,0,10,9,6.5
5935,45.419,-123.809,143,1,0,5,6.8
5936,43.66,1.439,64,0,10,3,12.5
5937,41.458,-122.339,342,6,22,12,5.5
5938,34.7,119.378,221,0,14,8,40.5
5939,34.262,117.231,221,0,14,8,27.5
5940,12.946,77.624,304,0,5,10,58.5
5941,47.58,-122.347,133,1,11,5,11.5
5942,36.158,-118.611,320,3,22,11,6.5
5943,43.706,-122.476,143,1,2,5,20.7
5944,35.403,133.345,332,1,6,11,18.5
5945,35.744,114.283,221,0,14,8,61.5
5946,33.589,116.982,14,1,11,1,102.5
5947,42.712,-82.756,150,1,23,5,10.6
5948,8.999,7.48,282,6,22,10,18.9
5949,44.811,-117.807,151,2,2,5,8.2
5950,36.909,-94.821,150,1,10,5,21.2
5951,18.147,100.13,188,5,11,7,13.5
5952,37.73,-121.9,134,6,12,5,8.5
5953,47.77,13.049,353,1,2,12,12.0
5954,-29.65,30.319,89,3,2,3,3.5
5955,59.849,18.667,214,3,10,8,5.60625
5956,37.995,-119.098,177,5,13,6,50.5
5957,40.726,30.407,151,2,3,5,26.507
5958,43.647,0.151,61,4,12,3,6.4
5959,36.236,113.132,221,0,14,8,32.5
5960,-27.383,153.163,343,3,3,12,6.4
5961,35.637,139.696,267,0,10,9,4.5
5962,47.316,123.968,221,0,14,8,17.5
5963,32.356,129.999,267,0,10,9,8.5
5964,36.187,117.715,221,0,14,8,44.5
5965,42.564,-121.899,151,2,2,5,6.3
5966,27.648,113.874,221,0,14,8,13.5
5967,35.694,139.732,267,0,10,9,7.5
5968,14.021,99.504,188,5,11,7,21.5
5969,41.516,-96.178,145,2,2,5,8.5
5970,35.559,-120.508,77,3,7,3,4.5
5971,-27.597,153.157,343,3,3,12,8.4
5972,37.243,-6.876,29,0,23,1,29.26
5973,21.948,108.624,221,0,14,8,9.5
5974,46.597,20.626,129,1,16,5,21.5
5975,37.161,-113.333,151,2,2,5,7.4
5976,33.276,131.624,267,0,10,9,7.5
5977,27.917,113.113,219,5,18,8,18.5
5978,38.239,140.351,267,0,9,9,3.5
5979,34.703,135.169,267,0,9,9,9.5
5980,38.945,27.878,301,4,5,10,13.865
5981,22.562,113.402,221,0,14,8,13.5
5982,38.539,-121.543,54,6,3,2,15.7
5983,35.476,139.705,267,0,10,9,7.5
5984,43.917,20.372,213,2,10,7,13.2071666666667
5985,49.446,1.084,29,0,20,1,13.3
5986,38.94,-119.938,141,5,15,5,5.2
5987,35.456,-119.259,15,2,22,1,13.5
5988,36.185,139.31,267,0,10,9,9.5
5989,27.993,116.421,221,0,14,8,22.5
5990,33.875,130.961,267,0,10,9,8.5
5991,30.413,106.591,221,0,14,8,3.5
5992,13.839,100.592,188,5,11,7,18.1
5993,49.41,15.601,115,2,20,4,23.5
5994,38.275,-119.232,250,4,20,9,14.5
5995,44.146,9.832,29,0,2,1,17.43
5996,35.085,117.421,221,0,14,8,45.5
5997,35.044,135.86,267,0,10,9,5.5
5998,13.89,100.594,185,2,16,7,19.1
5999,-33.855,18.687,151,2,2,5,12.5
6000,29.555,103.773,221,0,14,8,14.5
6001,33.338,120.18,221,0,14,8,30.5
6002,48.777,-122.42,2,1,22,1,10.5
6003,32.949,117.388,129,4,5,5,25.5
6004,38.724,140.996,267,0,10,9,7.5
6005,36.201,139.144,267,0,10,9,12.5
6006,46.114,122.075,135,3,9,5,12.5
6007,36.965,127.941,104,5,1,4,29.5
6008,-34.711,149.686,327,2,2,11,4.5
6009,44.494,18.572,12,2,13,1,9.8
6010,35.908,139.463,267,0,10,9,7.5
6011,50.776,-3.152,301,6,3,10,9.5
6012,35.641,-82.549,224,0,18,8,19.5
6013,36.911,30.7,151,2,3,5,17.903
6014,25.352,85.057,53,3,6,2,206.5
6015,36.671,116.989,220,6,11,8,47.5
6016,53.409,-1.445,301,6,3,10,10.5
6017,38.811,-119.802,322,5,5,11,14.5
6018,48.409,-4.49,29,0,20,1,16.7
6019,37.182,119.985,221,0,14,8,52.5
6020,36.117,-115.231,151,2,2,5,8.5
6021,43.565,-83.856,150,1,23,5,17.4
6022,50.978,21.403,366,3,10,12,17.2
6023,41.337,28.003,151,2,3,5,17.645
6024,-26.598,29.073,145,2,17,5,6.272
6025,37.367,126.936,258,5,6,9,9.5
6026,38.072,-85.871,151,2,2,5,8.0
6027,40.093,29.971,151,2,3,5,18.25
6028,34.287,108.898,221,0,14,8,20.5
6029,32.658,-115.47,276,0,20,10,14.5
6030,34.772,134.407,267,0,10,9,24.5
6031,40.757,-111.908,151,2,2,5,9.0
6032,45.656,85.131,366,3,19,12,77.5
6033,27.904,115.079,221,0,14,8,22.5
6034,-33.352,-70.743,118,2,18,4,42.5
6035,37.981,-119.128,323,6,12,11,15.5
6036,39.429,-121.085,235,3,20,8,8.5
6037,50.656,6.266,195,4,13,7,7.306
6038,36.579,101.822,366,3,18,12,77.5
6039,17.054,99.852,188,5,11,7,12.6
6040,38.274,-119.232,261,1,20,9,16.5
6041,42.901,-78.763,151,2,2,5,19.4
6042,38.213,-75.692,151,2,2,5,26.5
6043,36.039,-83.837,151,2,2,5,10.3
6044,42.629,9.401,366,1,7,12,3.5
6045,44.584,20.94,213,2,19,7,7.6538333333333
6046,34.217,132.204,267,0,10,9,6.5
6047,40.896,-122.365,55,0,17,2,18.5
6048,48.131,14.536,29,0,21,1,31.14999961
6049,25.618,85.18,304,0,5,10,187.5
6050,23.588,113.025,221,0,14,8,11.5
6051,38.669,-121.726,135,0,17,5,3.5
6052,29.499,77.671,304,0,5,10,72.5
6053,-27.465,153.147,343,3,3,12,4.9
6054,33.552,130.315,267,0,10,9,7.5
6055,39.742,30.625,151,2,3,5,10.797
6056,-22.999,-45.599,95,2,23,4,28.5
6057,31.474,121.123,221,0,14,8,26.5
6058,37.597,-77.451,142,6,12,5,11.9
6059,35.771,139.609,267,0,10,9,8.5
6060,22.565,114.113,221,0,14,8,20.5
6061,39.761,98.302,221,0,14,8,37.5
6062,37.443,118.486,221,0,14,8,69.5
6063,44.983,-67.086,151,2,2,5,5.5
6064,29.671,119.062,366,3,18,12,16.5
6065,24.273,80.679,304,0,4,10,19.380000000000003
6066,40.667,-122.347,59,4,0,2,3.5
6067,34.682,136.494,267,0,10,9,5.5
6068,36.65,-121.641,279,4,23,10,13.5
6069,25.825,112.981,221,0,14,8,11.5
6070,29.456,106.338,366,3,18,12,61.5
6071,13.734,100.519,173,4,20,6,30.8
6072,32.943,117.328,221,0,14,8,20.5
6073,40.473,-86.13,150,1,10,5,11.1
6074,40.286,-79.486,279,3,14,10,8.6
6075,13.727,100.486,188,5,11,7,17.1
6076,25.158,85.466,304,0,4,10,104.5
6077,26.168,85.409,289,6,18,10,116.5
6078,32.839,-80.001,142,6,0,5,10.6
6079,43.801,87.475,221,0,14,8,11.5
6080,30.313,-97.648,146,4,0,5,15.5
6081,42.483,19.238,80,2,0,3,11.4
6082,47.162,-120.975,242,5,23,8,3.5
6083,44.392,8.233,26,4,10,1,17.0
6084,59.279,18.06,214,3,10,8,6.26056
6085,30.51,-81.613,151,2,2,5,16.9
6086,39.985,32.611,151,2,3,5,7.83
6087,28.698,77.321,132,5,9,5,165.5
6088,29.535,106.496,221,0,14,8,27.5
6089,41.001,29.132,151,2,3,5,24.322
6090,49.488,1.079,64,0,10,3,14.3
6091,28.005,120.627,221,0,14,8,25.5
6092,48.689,17.323,214,3,10,8,13.802
6093,40.894,-73.955,151,2,2,5,28.6
6094,37.725,-122.377,151,2,2,5,6.5
6095,45.456,-122.527,151,2,2,5,6.3
6096,34.561,133.857,267,0,10,9,9.5
6097,48.907,2.303,115,2,3,4,18.8
6098,44.847,20.452,214,3,10,8,11.483
6099,40.554,110.009,221,0,14,8,12.5
6100,34.063,135.106,267,0,10,9,5.5
6101,39.904,32.607,151,2,3,5,19.685
6102,19.995,110.534,220,6,11,8,19.5
6103,-33.869,151.227,277,1,21,10,8.0
6104,35.287,136.194,267,0,9,9,9.5
6105,-37.787,144.745,14,3,5,1,5.529999999999999
6106,35.502,134.27,267,0,10,9,8.5
6107,47.222,-113.526,151,2,2,5,7.9
6108,35.046,136.679,267,0,10,9,10.5
6109,37.612,126.741,106,0,7,4,16.5
6110,39.761,118.437,221,0,14,8,31.5
6111,40.596,-122.249,69,0,10,3,12.5
6112,34.302,134.022,267,0,10,9,7.5
6113,23.066,112.418,221,0,14,8,14.5
6114,60.317,24.698,29,0,23,1,9.362257
6115,36.758,137.186,267,0,8,9,8.5
6116,35.497,139.292,267,0,10,9,7.5
6117,-25.587,27.098,144,2,21,5,50.5
6118,37.807,29.047,151,2,3,5,39.67
6119,26.136,119.579,221,0,14,8,21.5
6120,52.652,-1.103,301,6,3,10,11.5
6121,45.128,-70.192,249,2,20,9,12.5
6122,36.096,120.393,221,0,14,8,27.5
6123,35.193,136.858,267,0,10,9,9.5
6124,47.245,-119.838,151,2,2,5,8.5
6125,33.934,133.082,267,0,10,9,10.5
6126,30.087,119.924,221,0,14,8,41.5
6127,53.625,22.456,58,3,16,2,15.5
6128,42.9,-73.217,151,2,2,5,8.4
6129,46.49,-110.866,262,6,22,9,3.5
6130,37.597,-77.451,140,4,17,5,21.8
6131,17.634,78.101,304,0,5,10,22.85
6132,36.224,-86.779,143,1,15,5,20.1
6133,53.693,19.934,5,3,11,1,10.44321
6134,43.758,125.501,221,0,14,8,22.5
6135,17.885,102.634,188,5,10,7,19.5
6136,26.242,-98.121,150,1,10,5,7.6
6137,32.474,-97.025,349,2,1,12,6.9
6138,22.605,88.338,180,1,7,6,38.1
6139,35.828,139.403,267,0,9,9,7.5
6140,31.136,97.181,221,0,14,8,10.5
6141,23.285,113.3,221,0,14,8,14.5
6142,24.411,120.774,137,0,8,5,14.5
6143,25.566,100.244,221,0,14,8,10.5
6144,4.708,-74.104,91,4,8,4,32.578649999999996
6145,36.703,119.052,221,0,14,8,38.5
6146,32.109,114.11,221,0,14,8,26.5
6147,41.853,-122.824,31,4,2,1,12.4
6148,49.11,20.314,214,3,10,8,15.798
6149,41.516,-96.178,144,1,10,5,7.5
6150,-33.822,151.023,327,2,2,11,4.6
6151,45.739,3.097,354,2,15,12,4.4
6152,33.55,-112.035,151,2,2,5,7.6
6153,45.484,-122.594,151,2,2,5,5.9
6154,-35.321,149.099,134,0,9,5,4.241666664679845
6155,41.746,-122.668,151,2,2,5,5.5
6156,40.77,114.881,221,0,14,8,13.5
6157,35.794,139.835,267,0,10,9,3.5
6158,39.523,-121.234,172,0,21,6,6.6
6159,37.017,-86.2,150,1,10,5,16.9
6160,26.273,50.192,192,0,14,7,314.5
6161,34.802,137.788,267,0,10,9,9.5
6162,15.021,102.071,188,5,11,7,20.2
6163,34.602,-98.428,151,2,2,5,13.5
6164,47.493,17.002,271,4,16,9,13.5
6165,38.957,115.298,221,0,14,8,18.5
6166,27.85,99.683,221,0,14,8,9.5
6167,50.464,124.171,366,3,16,12,27.5
6168,48.146,14.512,64,0,13,3,16.45000076
6169,32.717,-117.189,151,2,2,5,8.8
6170,35.383,140.022,267,0,10,9,4.5
6171,27.537,109.586,221,0,14,8,21.5
6172,34.278,135.155,267,0,10,9,7.5
6173,13.75,100.541,58,1,9,2,46.8
6174,37.047,140.906,267,0,10,9,10.5
6175,-25.939,28.187,151,2,2,5,19.377000000000002
6176,41.839,-123.35,330,1,2,11,5.5
6177,23.148,113.39,221,0,14,8,16.5
6178,54.775,-127.219,203,3,0,7,5.7
6179,43.928,116.152,221,0,14,8,11.5
6180,-34.792,138.45,135,0,8,5,5.5
6181,29.904,114.375,365,1,8,12,46.5
6182,25.094,121.806,137,0,8,5,17.5
6183,31.416,118.407,221,0,14,8,41.5
6184,22.812,115.367,221,0,14,8,18.5
6185,43.779,142.289,267,0,10,9,9.5
6186,27.918,102.272,221,0,14,8,11.5
6187,50.552,20.551,363,3,13,12,21.44
6188,18.208,98.618,25,2,5,1,87.5
6189,52.83,10.753,212,1,14,7,7.1899999999999995
6190,28.427,79.436,304,0,5,10,66.55
6191,36.731,2.996,151,2,3,5,13.5
6192,50.882,4.297,29,0,23,1,15.75
6193,36.019,103.917,221,0,14,8,21.5
6194,32.804,-117.133,55,4,0,2,22.5
6195,6.218,-75.585,249,3,16,9,31.5
6196,-29.824,30.995,140,4,10,5,3.5
6197,43.172,-94.721,151,2,2,5,9.5
6198,42.88,93.483,221,0,14,8,20.5
6199,8.922,76.643,289,6,18,10,30.53
6200,57.635,18.329,214,3,9,8,6.6845300000000005
6201,37.511,-121.871,188,2,5,7,4.5
6202,28.675,77.181,304,0,5,10,151.1
6203,37.253,126.866,165,3,23,6,19.5
6204,39.773,119.543,221,0,14,8,25.5
6205,30.955,113.932,221,0,14,8,7.5
6206,-32.917,151.788,327,2,2,11,9.6
6207,36.999,114.487,220,6,11,8,37.5
6208,30.1,77.245,304,0,4,10,57.4
6209,30.447,104.117,221,0,14,8,27.5
6210,-34.817,138.45,135,0,8,5,9.5
6211,36.086,111.529,364,0,12,12,10.5
6212,36.185,139.361,267,0,10,9,10.5
6213,35.749,139.514,267,0,10,9,8.5
6214,11.518,76.604,304,0,5,10,16.42
6215,40.421,-79.821,151,2,2,5,13.2
6216,35.145,136.179,267,0,10,9,7.5
6217,37.626,36.901,38,1,5,2,69.79
6218,35.441,139.39,267,0,10,9,8.5
6219,49.951,2.275,64,0,10,3,15.7
6220,13.39,100.038,188,5,11,7,12.4
6221,40.006,116.441,221,0,14,8,13.5
6222,39.218,-87.638,117,6,7,4,9.8
6223,33.926,133.266,267,0,10,9,10.5
6224,-22.453,-68.935,193,3,16,7,23.5
6225,-23.797,151.089,343,3,3,12,7.4
6226,53.667,9.998,365,1,4,12,24.49
6227,39.915,116.713,221,0,14,8,18.5
6228,41.824,123.768,221,0,14,8,31.5
6229,36.403,-121.335,326,5,0,11,3.5
6230,35.586,139.208,267,0,10,9,7.5
6231,34.643,136.117,267,0,10,9,7.5
6232,37.609,-118.991,124,3,19,5,9.5
6233,11.411,76.73,288,5,13,10,15.5
6234,42.909,-71.337,151,2,2,5,32.8
6235,35.068,-120.613,151,2,2,5,3.5
6236,13.777,100.703,277,1,22,10,17.5
6237,43.91,-0.528,152,3,9,6,6.5
6238,43.388,5.314,29,0,20,1,18.8
6239,37.654,-1.067,244,5,0,8,13.3
6240,28.007,116.369,221,0,14,8,29.5
6241,34.778,136.482,267,0,10,9,7.5
6242,28.022,120.656,221,0,14,8,26.5
6243,31.526,130.504,267,0,10,9,6.5
6244,36.392,139.991,267,0,10,9,4.5
6245,34.193,-118.546,151,2,2,5,10.0
6246,46.661,-68.05,151,2,2,5,9.5
6247,34.513,135.802,267,0,10,9,4.5
6248,38.819,115.463,221,0,14,8,25.5
6249,34.706,135.309,267,0,10,9,6.5
6250,48.956,22.272,214,3,10,8,10.034500000000001
6251,36.525,136.724,267,0,10,9,7.5
6252,34.493,108.743,221,0,14,8,20.5
6253,38.532,-122.852,327,5,22,11,9.5
6254,37.609,-118.991,149,0,3,5,15.5
6255,48.849,21.875,214,3,10,8,12.6735
6256,37.597,-77.451,145,2,8,5,8.3
6257,35.185,136.939,267,0,10,9,6.5
6258,36.153,139.186,267,0,10,9,10.5
6259,34.646,135.473,267,0,10,9,7.5
6260,46.955,1.991,363,2,23,12,6.1
6261,39.976,32.807,151,2,3,5,16.156
6262,26.684,-80.225,139,4,5,5,9.2
6263,28.592,77.104,304,0,3,10,249.5
6264,50.817,-0.309,31,0,17,1,12.5
6265,-37.872,144.763,14,3,3,1,4.75
6266,46.413,-116.796,151,2,2,5,23.5
6267,23.349,103.374,221,0,14,8,19.5
6268,36.914,118.716,221,0,14,8,54.5
6269,39.092,-84.525,151,2,2,5,9.7
6270,33.024,130.481,267,0,10,9,12.5
6271,-32.81,151.673,327,2,2,11,8.6
6272,35.299,-120.613,145,2,19,5,11.5
6273,-33.905,18.474,151,2,2,5,8.207
6274,37.609,-118.991,150,1,16,5,7.5
6275,23.011,113.707,221,0,14,8,14.5
6276,34.674,133.784,267,0,10,9,12.5
6277,33.498,126.556,318,2,10,11,39.5
6278,45.286,19.776,214,3,10,8,9.9723333333333
6279,29.328,107.737,220,6,11,8,24.5
6280,35.107,137.186,267,0,10,9,5.5
6281,37.081,-122.155,74,1,23,3,3.5
6282,50.978,4.467,6,4,13,1,28.0
6283,48.951,-115.163,236,5,1,8,9.5
6284,37.587,127.05,193,3,17,7,22.5
6285,36.26,139.38,267,0,10,9,6.5
6286,18.397,99.751,188,5,11,7,11.4
6287,-35.088,147.349,257,1,5,9,9.3
6288,26.854,75.869,304,0,5,10,125.2
6289,58.431,-134.568,151,2,2,5,4.6
6290,12.709,101.124,128,0,10,5,26.5
6291,22.64,113.983,221,0,14,8,10.5
6292,21.951,108.583,221,0,14,8,10.5
6293,46.523,-84.306,198,0,20,7,6.5
6294,43.76,-79.27,198,0,20,7,27.5
6295,35.299,-120.613,145,2,11,5,20.5
6296,30.244,120.174,221,0,14,8,29.5
6297,40.734,120.866,221,0,14,8,30.5
6298,47.732,128.941,366,3,18,12,28.5
6299,34.317,135.434,267,0,10,9,3.5
6300,42.441,-70.971,116,1,21,4,9.5
6301,25.127,117.004,221,0,14,8,9.5
6302,13.757,100.438,188,5,11,7,18.8
6303,35.646,139.632,75,4,3,3,10.5
6304,39.257,-84.401,151,2,2,5,9.7
6305,35.361,140.04,267,0,10,9,21.5
6306,35.716,139.964,267,0,10,9,4.5
6307,24.023,120.514,137,0,8,5,15.5
6308,34.019,-117.489,151,2,2,5,7.6
6309,13.738,100.475,13,5,8,1,28.7
6310,40.681,-3.974,29,0,23,1,22.5
6311,33.963,116.793,221,0,14,8,37.5
6312,35.967,139.769,267,0,10,9,4.5
6313,23.111,114.421,221,0,14,8,5.5
6314,32.839,-80.001,144,1,6,5,12.1
6315,26.813,84.541,289,6,18,10,68.5
6316,43.864,125.348,221,0,14,8,25.5
6317,36.562,109.436,221,0,14,8,11.5
6318,49.907,-119.47,335,0,19,11,12.1
6319,38.344,116.842,221,0,14,8,21.5
6320,4.498,-74.138,91,4,8,4,11.850164
6321,42.058,-111.847,3,2,19,1,18.5
6322,42.877,-112.468,151,2,2,5,3.5
6323,52.154,21.553,364,1,11,12,20.68
6324,34.734,113.553,366,3,19,12,20.5
6325,34.667,135.495,267,0,10,9,6.5
6326,42.267,-83.097,150,1,23,5,15.7
6327,35.413,-94.485,151,2,2,5,18.5
6328,34.625,136.416,267,0,10,9,8.5
6329,-32.945,17.974,26,3,8,1,3.5
6330,38.94,-119.938,140,4,4,5,3.7
6331,25.652,85.172,289,6,18,10,28.7
6332,35.928,114.17,221,0,14,8,53.5
6333,21.254,-157.843,151,2,2,5,7.5
6334,33.015,-82.806,145,2,8,5,11.8
6335,42.931,-82.43,150,1,23,5,11.9
6336,35.32,-119.053,108,3,21,4,19.5
6337,34.746,135.537,267,0,10,9,6.5
6338,38.447,141.226,267,0,10,9,8.5
6339,30.153,104.607,220,6,11,8,7.5
6340,44.358,25.963,212,1,14,7,9.770716
6341,31.208,120.668,354,4,4,12,69.5
6342,30.454,-90.163,151,2,2,5,15.5
6343,24.679,108.009,221,0,14,8,21.5
6344,43.247,0.033,29,0,20,1,13.7
6345,44.815,-106.975,150,1,18,5,5.5
6346,35.723,139.398,267,0,10,9,6.5
6347,35.392,140.278,267,0,10,9,9.5
6348,34.475,133.395,267,0,10,9,4.5
6349,29.741,116.078,332,2,3,11,91.5
6350,-33.615,22.248,334,2,15,11,4.257
6351,29.313,-103.172,150,1,0,5,10.5
6352,38.274,-119.232,182,1,1,6,53.5
6353,29.42,117.337,221,0,14,8,32.5
6354,38.94,-119.938,138,2,1,5,15.5
6355,38.563,-76.113,151,2,2,5,21.5
6356,35.325,136.987,255,2,4,9,9.5
6357,22.717,108.504,221,0,14,8,13.5
6358,34.453,133.507,267,0,10,9,15.5
6359,53.288,-1.447,301,6,3,10,10.5
6360,19.472,109.578,221,0,14,8,22.5
6361,30.357,-90.775,151,2,2,5,14.4
6362,44.958,-67.093,326,0,17,11,5.5
6363,34.42,115.643,221,0,14,8,18.5
6364,6.317,-75.513,249,3,16,9,13.9576
6365,35.499,139.49,267,0,9,9,9.5
6366,12.838,80.051,287,4,7,10,45.5
6367,36.302,127.478,106,0,17,4,11.5
6368,21.305,-157.899,151,2,2,5,9.5
6369,48.143,16.438,365,6,2,12,11.28544998
6370,25.108,110.29,221,0,14,8,22.5
6371,37.638,-118.983,149,0,15,5,8.5
6372,23.054,72.588,188,3,12,7,45.0
6373,37.982,106.21,366,3,19,12,23.5
6374,46.109,122.063,221,0,14,8,26.5
6375,24.083,120.513,137,0,8,5,11.5
6376,35.952,139.533,267,0,10,9,6.5
6377,43.977,81.283,221,0,14,8,16.5
6378,45.48,-73.202,306,4,15,11,22.5
6379,41.669,86.281,221,0,14,8,17.5
6380,37.217,127.062,165,3,23,6,23.5
6381,39.323,-94.35,151,2,2,5,12.6
6382,36.138,120.396,221,0,14,8,44.5
6383,32.495,119.891,221,0,14,8,33.5
